match_id,team,opponent,team_score_innings1,toss,ground,result
8484,England,West Indies,146,bat,Lord's,0
8485,Bangladesh,New Zealand,140,bowl,Adelaide Oval,1
8486,Afghanistan,Pakistan,178,bowl,Dubai International Stadium,0
8487,Bangladesh,Sri Lanka,115,bat,Eden Gardens,0
8488,Bangladesh,Sri Lanka,175,bowl,Eden Gardens,0
8489,Bangladesh,Sri Lanka,162,bowl,SCG,1
8490,Australia,South Africa,176,bat,Adelaide Oval,1
8491,West Indies,Bangladesh,81,bat,Eden Gardens,0
8492,India,Australia,152,bat,Adelaide Oval,0
8493,Bangladesh,South Africa,191,bowl,Old Trafford,0
8494,South Africa,New Zealand,166,bowl,Wankhede Stadium,1
8495,Australia,India,157,bat,Lord's,1
8496,Bangladesh,Pakistan,134,bowl,Gaddafi Stadium,1
8497,Bangladesh,New Zealand,149,bowl,Old Trafford,0
8498,Australia,West Indies,145,bowl,Old Trafford,0
8499,Australia,Pakistan,183,bat,SCG,1
8500,Sri Lanka,England,200,bat,Eden Gardens,0
8501,Bangladesh,Sri Lanka,146,bat,Pallekele International Cricket Stadium,0
8502,Australia,Afghanistan,188,bowl,Adelaide Oval,1
8503,Pakistan,South Africa,152,bowl,Wankhede Stadium,1
8504,Sri Lanka,Pakistan,154,bat,SCG,1
8505,New Zealand,Bangladesh,187,bowl,Pallekele International Cricket Stadium,0
8506,New Zealand,India,146,bat,Dubai International Stadium,0
8507,Pakistan,Sri Lanka,155,bat,Adelaide Oval,0
8508,England,Sri Lanka,158,bat,Eden Gardens,0
8509,Bangladesh,Sri Lanka,175,bat,Eden Gardens,1
8510,Pakistan,South Africa,176,bat,Lord's,1
8511,Pakistan,Australia,227,bat,Pallekele International Cricket Stadium,1
8512,Bangladesh,England,99,bowl,Pallekele International Cricket Stadium,1
8513,India,Australia,152,bat,Melbourne Cricket Ground,0
8514,Pakistan,West Indies,151,bowl,Pallekele International Cricket Stadium,0
8515,West Indies,India,137,bowl,Dubai International Stadium,0
8516,Pakistan,Sri Lanka,147,bat,Eden Gardens,0
8517,Australia,West Indies,123,bat,Melbourne Cricket Ground,0
8518,Afghanistan,Sri Lanka,222,bat,Lord's,1
8519,Sri Lanka,India,130,bat,Old Trafford,0
8520,Afghanistan,South Africa,188,bowl,Pallekele International Cricket Stadium,1
8521,Australia,West Indies,169,bowl,SCG,1
8522,Sri Lanka,Afghanistan,186,bowl,Adelaide Oval,0
8523,Afghanistan,South Africa,172,bat,Eden Gardens,1
8524,New Zealand,West Indies,188,bat,Wankhede Stadium,1
8525,Bangladesh,Pakistan,230,bat,Lord's,1
8526,Bangladesh,Afghanistan,185,bat,SCG,1
8527,England,Sri Lanka,153,bowl,Old Trafford,0
8528,England,Australia,130,bowl,Pallekele International Cricket Stadium,1
8529,Sri Lanka,Australia,174,bat,Eden Gardens,1
8530,Sri Lanka,South Africa,194,bat,Melbourne Cricket Ground,1
8531,South Africa,Bangladesh,182,bowl,Lord's,0
8532,Afghanistan,Sri Lanka,193,bowl,Adelaide Oval,0
8533,New Zealand,South Africa,190,bowl,SCG,0
8534,West Indies,Sri Lanka,198,bat,Melbourne Cricket Ground,1
8535,Pakistan,South Africa,176,bat,SCG,1
8536,New Zealand,West Indies,185,bowl,Dubai International Stadium,0
8537,Afghanistan,South Africa,140,bat,Lord's,1
8538,Pakistan,Sri Lanka,164,bowl,Pallekele International Cricket Stadium,0
8539,Australia,Bangladesh,186,bowl,Gaddafi Stadium,1
8540,India,Pakistan,166,bowl,Dubai International Stadium,0
8541,Bangladesh,Australia,191,bowl,Adelaide Oval,0
8542,England,Sri Lanka,159,bat,SCG,1
8543,Sri Lanka,New Zealand,186,bat,SCG,1
8544,England,India,193,bowl,Wankhede Stadium,0
8545,Australia,South Africa,152,bat,Pallekele International Cricket Stadium,0
8546,Pakistan,Bangladesh,173,bat,Wankhede Stadium,1
8547,Pakistan,India,188,bat,Dubai International Stadium,1
8548,Australia,Afghanistan,185,bat,Melbourne Cricket Ground,1
8549,Sri Lanka,New Zealand,195,bat,Dubai International Stadium,1
8550,Bangladesh,South Africa,173,bat,Old Trafford,1
8551,South Africa,England,167,bat,Lord's,0
8552,Afghanistan,Australia,182,bowl,Eden Gardens,0
8553,India,Afghanistan,201,bowl,Lord's,0
8554,England,India,186,bowl,Adelaide Oval,0
8555,Pakistan,New Zealand,195,bowl,SCG,0
8556,West Indies,Australia,173,bowl,Old Trafford,0
8557,West Indies,New Zealand,134,bowl,Lord's,1
8558,Sri Lanka,Pakistan,246,bowl,Adelaide Oval,0
8559,Pakistan,West Indies,145,bat,Old Trafford,1
8560,South Africa,England,166,bowl,Old Trafford,1
8561,India,Sri Lanka,164,bowl,Wankhede Stadium,1
8562,West Indies,Sri Lanka,145,bat,Wankhede Stadium,0
8563,West Indies,India,162,bowl,Lord's,1
8564,Bangladesh,England,184,bat,Dubai International Stadium,0
8565,Pakistan,West Indies,161,bowl,Old Trafford,1
8566,Bangladesh,Sri Lanka,173,bat,Pallekele International Cricket Stadium,0
8567,Afghanistan,West Indies,202,bowl,Melbourne Cricket Ground,0
8568,West Indies,England,148,bat,Eden Gardens,0
8569,England,South Africa,189,bat,Wankhede Stadium,1
8570,Bangladesh,India,152,bat,Pallekele International Cricket Stadium,0
8571,South Africa,Pakistan,100,bowl,Eden Gardens,1
8572,New Zealand,Pakistan,149,bat,Adelaide Oval,0
8573,West Indies,South Africa,156,bowl,Melbourne Cricket Ground,1
8574,Afghanistan,India,131,bowl,Melbourne Cricket Ground,1
8575,Australia,South Africa,149,bat,Adelaide Oval,1
8576,England,Australia,193,bowl,Pallekele International Cricket Stadium,0
8577,Afghanistan,Pakistan,134,bat,Old Trafford,0
8578,India,England,152,bat,Eden Gardens,0
8579,England,South Africa,149,bowl,Eden Gardens,1
8580,West Indies,England,140,bowl,Dubai International Stadium,0
8581,Afghanistan,Australia,251,bowl,Old Trafford,0
8582,West Indies,New Zealand,128,bowl,SCG,1
8583,West Indies,New Zealand,171,bowl,Lord's,0
8584,England,Australia,152,bat,Adelaide Oval,0
8585,South Africa,India,157,bowl,Adelaide Oval,1
8586,Pakistan,England,158,bat,Melbourne Cricket Ground,0
8587,South Africa,Pakistan,163,bat,Adelaide Oval,1
8588,New Zealand,India,139,bat,Eden Gardens,0
8589,Pakistan,South Africa,165,bowl,Adelaide Oval,0
8590,Sri Lanka,South Africa,211,bowl,Dubai International Stadium,0
8591,South Africa,England,178,bowl,Melbourne Cricket Ground,0
8592,Pakistan,India,145,bat,Wankhede Stadium,0
8593,New Zealand,South Africa,129,bat,Old Trafford,0
8594,New Zealand,Bangladesh,145,bat,Melbourne Cricket Ground,0
8595,West Indies,Afghanistan,164,bat,Pallekele International Cricket Stadium,1
8596,India,South Africa,222,bowl,Pallekele International Cricket Stadium,0
8597,South Africa,Afghanistan,152,bowl,Pallekele International Cricket Stadium,1
8598,Australia,England,176,bat,Eden Gardens,1
8599,West Indies,Sri Lanka,174,bat,Pallekele International Cricket Stadium,0
8600,India,England,192,bowl,Wankhede Stadium,0
8601,England,India,173,bat,Melbourne Cricket Ground,1
8602,Australia,South Africa,154,bowl,Melbourne Cricket Ground,0
8603,West Indies,India,144,bowl,Eden Gardens,1
8604,Sri Lanka,Australia,159,bowl,SCG,1
8605,Australia,Pakistan,155,bowl,Eden Gardens,1
8606,West Indies,India,157,bat,Dubai International Stadium,0
8607,West Indies,England,207,bowl,Eden Gardens,0
8608,England,Bangladesh,179,bat,Adelaide Oval,1
8609,India,West Indies,166,bowl,Gaddafi Stadium,0
8610,West Indies,New Zealand,178,bowl,Lord's,0
8611,Australia,Sri Lanka,139,bat,Old Trafford,0
8612,Australia,India,159,bowl,Old Trafford,1
8613,Sri Lanka,South Africa,199,bowl,SCG,0
8614,England,Pakistan,169,bowl,Lord's,0
8615,South Africa,New Zealand,156,bowl,Wankhede Stadium,0
8616,Australia,Afghanistan,112,bowl,Dubai International Stadium,1
8617,New Zealand,South Africa,194,bat,Gaddafi Stadium,1
8618,England,Bangladesh,151,bowl,Lord's,1
8619,Australia,West Indies,98,bat,Dubai International Stadium,0
8620,West Indies,New Zealand,137,bat,Old Trafford,0
8621,South Africa,West Indies,178,bat,Wankhede Stadium,0
8622,India,Australia,202,bowl,Adelaide Oval,0
8623,Australia,Afghanistan,171,bowl,Gaddafi Stadium,1
8624,Bangladesh,England,111,bowl,SCG,1
8625,Bangladesh,Pakistan,208,bat,Adelaide Oval,1
8626,Australia,West Indies,147,bowl,Adelaide Oval,1
8627,Pakistan,South Africa,157,bowl,Pallekele International Cricket Stadium,1
8628,India,West Indies,103,bat,Gaddafi Stadium,0
8629,Sri Lanka,New Zealand,164,bowl,SCG,1
8630,Afghanistan,Sri Lanka,134,bat,Melbourne Cricket Ground,0
8631,Bangladesh,New Zealand,174,bowl,Melbourne Cricket Ground,1
8632,Sri Lanka,Afghanistan,147,bat,Lord's,0
8633,Pakistan,New Zealand,134,bat,SCG,0
8634,Afghanistan,Bangladesh,198,bat,Pallekele International Cricket Stadium,1
8635,South Africa,Australia,98,bat,Gaddafi Stadium,0
8636,India,Australia,167,bowl,Adelaide Oval,0
8637,West Indies,Afghanistan,122,bat,SCG,0
8638,India,Pakistan,164,bat,Pallekele International Cricket Stadium,1
8639,Sri Lanka,Australia,142,bowl,Adelaide Oval,1
8640,Australia,India,194,bowl,SCG,0
8641,Afghanistan,South Africa,124,bowl,Gaddafi Stadium,1
8642,Australia,Sri Lanka,153,bat,Pallekele International Cricket Stadium,0
8643,Pakistan,West Indies,171,bat,Eden Gardens,0
8644,Afghanistan,India,178,bat,Gaddafi Stadium,1
8645,Australia,New Zealand,155,bat,Melbourne Cricket Ground,0
8646,Australia,Bangladesh,188,bat,Gaddafi Stadium,1
8647,West Indies,Pakistan,153,bat,SCG,1
8648,England,West Indies,185,bat,Eden Gardens,1
8649,England,Bangladesh,172,bat,Gaddafi Stadium,1
8650,Bangladesh,Pakistan,201,bowl,Melbourne Cricket Ground,0
8651,Sri Lanka,Pakistan,184,bowl,Adelaide Oval,1
8652,Bangladesh,South Africa,157,bowl,Dubai International Stadium,0
8653,Pakistan,South Africa,174,bowl,Adelaide Oval,1
8654,India,South Africa,209,bat,Gaddafi Stadium,1
8655,Australia,South Africa,149,bat,Melbourne Cricket Ground,0
8656,South Africa,Pakistan,177,bowl,Pallekele International Cricket Stadium,0
8657,Pakistan,Afghanistan,142,bowl,Old Trafford,1
8658,Australia,New Zealand,176,bowl,Pallekele International Cricket Stadium,1
8659,Sri Lanka,Pakistan,167,bat,Adelaide Oval,0
8660,Bangladesh,New Zealand,199,bat,Wankhede Stadium,1
8661,South Africa,West Indies,195,bowl,SCG,0
8662,Bangladesh,Pakistan,160,bowl,Eden Gardens,0
8663,Afghanistan,West Indies,161,bat,Wankhede Stadium,1
8664,New Zealand,Bangladesh,209,bat,SCG,1
8665,Australia,England,184,bowl,Lord's,0
8666,Sri Lanka,South Africa,158,bowl,Eden Gardens,0
8667,Australia,Sri Lanka,142,bat,SCG,0
8668,Australia,Pakistan,153,bowl,Melbourne Cricket Ground,0
8669,Pakistan,Sri Lanka,147,bat,Melbourne Cricket Ground,0
8670,India,New Zealand,186,bat,Old Trafford,1
8671,Australia,India,142,bat,Lord's,0
8672,Sri Lanka,West Indies,160,bat,Pallekele International Cricket Stadium,1
8673,West Indies,England,188,bowl,Adelaide Oval,0
8674,South Africa,Bangladesh,124,bat,Pallekele International Cricket Stadium,0
8675,Sri Lanka,India,123,bat,Dubai International Stadium,0
8676,India,Australia,131,bat,Wankhede Stadium,1
8677,Australia,South Africa,113,bowl,Pallekele International Cricket Stadium,1
8678,Sri Lanka,New Zealand,130,bat,SCG,0
8679,Afghanistan,England,166,bowl,Dubai International Stadium,1
8680,South Africa,Pakistan,180,bat,Lord's,1
8681,England,West Indies,153,bowl,SCG,1
8682,New Zealand,Australia,170,bat,Gaddafi Stadium,1
8683,West Indies,Pakistan,181,bowl,Pallekele International Cricket Stadium,0
8684,Sri Lanka,Afghanistan,159,bowl,Pallekele International Cricket Stadium,0
8685,India,West Indies,158,bat,Gaddafi Stadium,1
8686,West Indies,New Zealand,191,bowl,Dubai International Stadium,0
8687,India,Sri Lanka,153,bat,Gaddafi Stadium,1
8688,West Indies,India,181,bat,Pallekele International Cricket Stadium,1
8689,England,Bangladesh,165,bat,Gaddafi Stadium,0
8690,South Africa,India,188,bat,Old Trafford,1
8691,New Zealand,India,132,bat,Melbourne Cricket Ground,0
8692,India,West Indies,130,bat,Dubai International Stadium,0
8693,India,New Zealand,159,bowl,Melbourne Cricket Ground,1
8694,Sri Lanka,England,126,bowl,Wankhede Stadium,1
8695,New Zealand,Afghanistan,165,bowl,Wankhede Stadium,0
8696,Pakistan,Australia,156,bat,Pallekele International Cricket Stadium,0
8697,South Africa,Afghanistan,152,bat,Pallekele International Cricket Stadium,0
8698,West Indies,Afghanistan,187,bat,Wankhede Stadium,1
8699,New Zealand,Afghanistan,198,bowl,Gaddafi Stadium,0
8700,Afghanistan,India,158,bowl,Melbourne Cricket Ground,1
8701,England,Bangladesh,147,bowl,Gaddafi Stadium,1
8702,Afghanistan,Australia,196,bowl,SCG,0
8703,India,West Indies,177,bat,Gaddafi Stadium,0
8704,Australia,Afghanistan,166,bowl,Gaddafi Stadium,0
8705,India,Bangladesh,139,bat,Gaddafi Stadium,0
8706,South Africa,England,133,bowl,Lord's,1
8707,Bangladesh,England,152,bat,Wankhede Stadium,0
8708,Pakistan,India,159,bat,Melbourne Cricket Ground,0
8709,Pakistan,Bangladesh,204,bat,Wankhede Stadium,1
8710,Afghanistan,New Zealand,146,bowl,Wankhede Stadium,0
8711,West Indies,England,193,bowl,Adelaide Oval,0
8712,Pakistan,England,159,bat,SCG,0
8713,Pakistan,Bangladesh,184,bat,Eden Gardens,1
8714,Bangladesh,South Africa,148,bat,Eden Gardens,1
8715,Sri Lanka,South Africa,138,bowl,Old Trafford,1
8716,Australia,Sri Lanka,191,bowl,Dubai International Stadium,0
8717,Afghanistan,Sri Lanka,171,bowl,Adelaide Oval,1
8718,Sri Lanka,Australia,174,bat,Wankhede Stadium,0
8719,India,Afghanistan,166,bat,Eden Gardens,1
8720,England,Afghanistan,155,bowl,Old Trafford,1
8721,West Indies,Bangladesh,195,bat,Pallekele International Cricket Stadium,1
8722,India,Bangladesh,217,bat,Gaddafi Stadium,1
8723,Bangladesh,Afghanistan,168,bat,SCG,0
8724,India,Pakistan,141,bowl,Lord's,1
8725,Bangladesh,Australia,157,bat,Adelaide Oval,1
8726,South Africa,Sri Lanka,188,bowl,Wankhede Stadium,0
8727,India,West Indies,167,bat,Old Trafford,0
8728,England,Pakistan,188,bat,Wankhede Stadium,0
8729,Sri Lanka,Bangladesh,165,bat,Melbourne Cricket Ground,1
8730,South Africa,Bangladesh,212,bat,Adelaide Oval,1
8731,New Zealand,Bangladesh,186,bat,Wankhede Stadium,1
8732,Sri Lanka,Australia,179,bowl,Pallekele International Cricket Stadium,0
8733,England,Pakistan,197,bat,Adelaide Oval,1
8734,West Indies,Pakistan,129,bowl,Dubai International Stadium,0
8735,England,West Indies,159,bowl,Melbourne Cricket Ground,1
8736,Sri Lanka,Australia,197,bowl,Adelaide Oval,0
8737,Afghanistan,Bangladesh,109,bowl,Melbourne Cricket Ground,1
8738,South Africa,England,166,bowl,Adelaide Oval,1
8739,Australia,England,137,bat,Gaddafi Stadium,0
8740,England,India,144,bat,Dubai International Stadium,0
8741,Australia,India,171,bowl,Eden Gardens,1
8742,Australia,New Zealand,146,bat,Old Trafford,1
8743,Australia,Bangladesh,186,bowl,SCG,0
8744,South Africa,England,173,bowl,Adelaide Oval,1
8745,Pakistan,India,173,bowl,Pallekele International Cricket Stadium,0
8746,South Africa,India,177,bowl,Melbourne Cricket Ground,0
8747,India,Australia,176,bowl,Eden Gardens,0
8748,New Zealand,South Africa,140,bat,Old Trafford,0
8749,Bangladesh,Afghanistan,161,bat,Old Trafford,1
8750,England,New Zealand,130,bowl,Eden Gardens,1
8751,India,Sri Lanka,191,bat,Eden Gardens,1
8752,Pakistan,Australia,165,bat,Gaddafi Stadium,1
8753,New Zealand,Australia,138,bat,Dubai International Stadium,0
8754,Pakistan,West Indies,181,bowl,Pallekele International Cricket Stadium,0
8755,Bangladesh,Pakistan,200,bat,Eden Gardens,1
8756,Sri Lanka,South Africa,143,bat,Melbourne Cricket Ground,0
8757,Bangladesh,South Africa,155,bat,Gaddafi Stadium,0
8758,Sri Lanka,Pakistan,129,bat,Eden Gardens,0
8759,England,South Africa,184,bowl,Wankhede Stadium,0
8760,Australia,Afghanistan,160,bowl,Pallekele International Cricket Stadium,0
8761,England,Sri Lanka,187,bat,Dubai International Stadium,1
8762,Bangladesh,England,128,bat,Adelaide Oval,0
8763,India,Sri Lanka,165,bowl,Wankhede Stadium,0
8764,Australia,New Zealand,137,bowl,Pallekele International Cricket Stadium,1
8765,Pakistan,West Indies,197,bat,SCG,1
8766,Sri Lanka,England,181,bat,Melbourne Cricket Ground,1
8767,Sri Lanka,Australia,183,bowl,Dubai International Stadium,0
8768,Bangladesh,England,146,bat,Wankhede Stadium,0
8769,West Indies,Pakistan,169,bowl,Eden Gardens,1
8770,India,New Zealand,169,bat,Wankhede Stadium,0
8771,Pakistan,Bangladesh,164,bat,Gaddafi Stadium,0
8772,Pakistan,New Zealand,139,bowl,Adelaide Oval,0
8773,Pakistan,Afghanistan,137,bowl,Gaddafi Stadium,0
8774,South Africa,New Zealand,170,bat,Pallekele International Cricket Stadium,0
8775,Pakistan,Afghanistan,141,bowl,Eden Gardens,1
8776,Afghanistan,Sri Lanka,176,bat,Wankhede Stadium,1
8777,Pakistan,West Indies,156,bat,Lord's,0
8778,South Africa,England,106,bat,Adelaide Oval,0
8779,India,Afghanistan,187,bowl,Old Trafford,0
8780,Bangladesh,Sri Lanka,162,bat,Gaddafi Stadium,0
8781,Sri Lanka,New Zealand,132,bat,Old Trafford,0
8782,South Africa,Afghanistan,181,bat,Eden Gardens,1
8783,Australia,India,166,bat,SCG,0
8784,Australia,India,137,bat,Wankhede Stadium,0
8785,India,Bangladesh,102,bat,Old Trafford,0
8786,India,Australia,148,bat,SCG,0
8787,Afghanistan,West Indies,188,bowl,Old Trafford,0
8788,Bangladesh,Afghanistan,161,bowl,Gaddafi Stadium,1
8789,West Indies,Pakistan,160,bowl,Melbourne Cricket Ground,1
8790,South Africa,Afghanistan,193,bowl,Old Trafford,0
8791,West Indies,South Africa,136,bat,Pallekele International Cricket Stadium,0
8792,Pakistan,Australia,179,bowl,Dubai International Stadium,0
8793,India,New Zealand,138,bowl,Lord's,1
8794,Australia,South Africa,199,bowl,Old Trafford,0
8795,India,Bangladesh,191,bowl,Old Trafford,0
8796,England,Afghanistan,164,bowl,Dubai International Stadium,0
8797,West Indies,Australia,154,bat,Gaddafi Stadium,1
8798,Afghanistan,England,143,bowl,SCG,1
8799,Australia,Afghanistan,161,bat,Pallekele International Cricket Stadium,0
8800,India,New Zealand,206,bat,Wankhede Stadium,1
8801,Australia,South Africa,179,bat,Adelaide Oval,1
8802,Pakistan,Afghanistan,189,bat,Pallekele International Cricket Stadium,1
8803,India,New Zealand,151,bowl,SCG,1
8804,South Africa,Sri Lanka,179,bowl,Adelaide Oval,0
8805,South Africa,New Zealand,200,bowl,SCG,0
8806,India,Pakistan,133,bat,Melbourne Cricket Ground,0
8807,Bangladesh,England,185,bowl,Adelaide Oval,0
8808,Sri Lanka,Pakistan,232,bowl,Pallekele International Cricket Stadium,0
8809,South Africa,West Indies,174,bat,Gaddafi Stadium,1
8810,England,India,180,bowl,SCG,0
8811,Bangladesh,India,152,bowl,Old Trafford,1
8812,India,South Africa,167,bowl,Old Trafford,1
8813,Bangladesh,Pakistan,193,bowl,Adelaide Oval,1
8814,South Africa,Australia,117,bat,Lord's,0
8815,England,Australia,181,bat,Melbourne Cricket Ground,1
8816,New Zealand,Australia,155,bowl,SCG,1
8817,South Africa,Bangladesh,166,bat,Gaddafi Stadium,1
8818,England,Afghanistan,147,bat,Melbourne Cricket Ground,1
8819,West Indies,New Zealand,140,bat,Gaddafi Stadium,0
8820,Sri Lanka,West Indies,161,bowl,SCG,1
8821,South Africa,Bangladesh,144,bowl,Gaddafi Stadium,1
8822,Sri Lanka,Bangladesh,142,bat,Lord's,0
8823,South Africa,Afghanistan,143,bowl,Gaddafi Stadium,1
8824,England,West Indies,181,bat,Pallekele International Cricket Stadium,0
8825,New Zealand,Sri Lanka,160,bat,Adelaide Oval,0
8826,Bangladesh,South Africa,133,bowl,SCG,1
8827,Afghanistan,West Indies,157,bowl,Gaddafi Stadium,1
8828,South Africa,India,190,bat,Old Trafford,1
8829,New Zealand,Sri Lanka,140,bat,Lord's,0
8830,Sri Lanka,South Africa,196,bat,Adelaide Oval,1
8831,India,West Indies,101,bat,Dubai International Stadium,0
8832,Australia,West Indies,183,bat,Dubai International Stadium,1
8833,Bangladesh,England,168,bat,Lord's,0
8834,Australia,Bangladesh,156,bowl,Wankhede Stadium,1
8835,Australia,Pakistan,206,bat,Gaddafi Stadium,1
8836,Bangladesh,Sri Lanka,142,bowl,Adelaide Oval,1
8837,Afghanistan,New Zealand,142,bowl,Eden Gardens,0
8838,India,Bangladesh,145,bowl,Melbourne Cricket Ground,1
8839,Pakistan,Bangladesh,165,bowl,SCG,1
8840,India,Bangladesh,168,bat,Old Trafford,0
8841,Afghanistan,Pakistan,121,bowl,SCG,1
8842,Bangladesh,Australia,158,bowl,Dubai International Stadium,0
8843,India,South Africa,203,bat,Melbourne Cricket Ground,1
8844,Sri Lanka,New Zealand,162,bowl,Eden Gardens,1
8845,England,Pakistan,184,bowl,Old Trafford,0
8846,Afghanistan,Sri Lanka,142,bowl,Old Trafford,1
8847,Australia,South Africa,151,bat,Pallekele International Cricket Stadium,1
8848,India,Sri Lanka,190,bat,Gaddafi Stadium,1
8849,Pakistan,England,156,bat,Eden Gardens,0
8850,West Indies,Australia,176,bowl,Eden Gardens,0
8851,Sri Lanka,West Indies,168,bowl,Melbourne Cricket Ground,0
8852,New Zealand,West Indies,162,bat,SCG,1
8853,Pakistan,Afghanistan,145,bat,Lord's,0
8854,Pakistan,New Zealand,152,bowl,Pallekele International Cricket Stadium,1
8855,England,Bangladesh,169,bat,Pallekele International Cricket Stadium,1
8856,West Indies,Pakistan,177,bowl,Gaddafi Stadium,1
8857,India,West Indies,183,bowl,Melbourne Cricket Ground,1
8858,England,West Indies,150,bat,SCG,0
8859,England,India,171,bowl,Dubai International Stadium,0
8860,Afghanistan,Pakistan,136,bat,Gaddafi Stadium,0
8861,Pakistan,Afghanistan,205,bowl,Melbourne Cricket Ground,0
8862,Sri Lanka,West Indies,145,bat,Lord's,0
8863,Australia,India,178,bat,Lord's,1
8864,Australia,India,182,bat,Dubai International Stadium,0
8865,West Indies,Sri Lanka,185,bat,Pallekele International Cricket Stadium,0
8866,Afghanistan,Pakistan,236,bowl,SCG,0
8867,Afghanistan,Australia,155,bat,Dubai International Stadium,0
8868,Sri Lanka,New Zealand,191,bat,Melbourne Cricket Ground,1
8869,England,India,116,bat,Old Trafford,0
8870,South Africa,Bangladesh,185,bat,Pallekele International Cricket Stadium,1
8871,India,Afghanistan,161,bowl,Lord's,1
8872,England,Pakistan,180,bat,Eden Gardens,1
8873,Sri Lanka,Bangladesh,164,bat,Wankhede Stadium,0
8874,Sri Lanka,England,183,bowl,Gaddafi Stadium,0
8875,West Indies,New Zealand,185,bowl,Old Trafford,0
8876,Sri Lanka,Australia,170,bowl,Lord's,1
8877,New Zealand,Australia,156,bowl,Adelaide Oval,1
8878,India,Sri Lanka,180,bat,SCG,1
8879,South Africa,Afghanistan,169,bat,Gaddafi Stadium,0
8880,India,Australia,144,bowl,Eden Gardens,1
8881,Pakistan,West Indies,162,bat,Pallekele International Cricket Stadium,0
8882,Australia,New Zealand,146,bat,SCG,0
8883,Australia,Afghanistan,220,bat,Pallekele International Cricket Stadium,1
8884,Afghanistan,Australia,180,bowl,Dubai International Stadium,0
8885,England,Pakistan,114,bowl,Eden Gardens,1
8886,Pakistan,India,134,bat,SCG,0
8887,India,West Indies,167,bat,Gaddafi Stadium,1
8888,England,Pakistan,135,bat,Eden Gardens,0
8889,India,Australia,227,bowl,Gaddafi Stadium,0
8890,Pakistan,South Africa,173,bowl,Gaddafi Stadium,1
8891,Sri Lanka,England,180,bowl,Wankhede Stadium,0
8892,New Zealand,India,147,bowl,Eden Gardens,1
8893,Australia,Bangladesh,149,bowl,Eden Gardens,1
8894,Pakistan,South Africa,131,bat,SCG,0
8895,West Indies,England,200,bat,Wankhede Stadium,1
8896,South Africa,New Zealand,161,bat,Melbourne Cricket Ground,0
8897,South Africa,Sri Lanka,193,bat,Dubai International Stadium,1
8898,Australia,New Zealand,172,bat,Wankhede Stadium,0
8899,Sri Lanka,New Zealand,175,bowl,Pallekele International Cricket Stadium,1
8900,Sri Lanka,Bangladesh,236,bowl,Gaddafi Stadium,0
8901,West Indies,New Zealand,143,bat,Adelaide Oval,0
8902,Sri Lanka,England,161,bat,Wankhede Stadium,0
8903,New Zealand,South Africa,174,bat,Pallekele International Cricket Stadium,1
8904,India,Australia,155,bowl,Old Trafford,0
8905,West Indies,Afghanistan,162,bowl,Lord's,1
8906,England,Australia,165,bat,Eden Gardens,1
8907,Bangladesh,India,174,bat,Lord's,1
8908,Sri Lanka,Australia,138,bowl,Pallekele International Cricket Stadium,1
8909,Sri Lanka,Pakistan,179,bowl,Dubai International Stadium,0
8910,New Zealand,South Africa,157,bowl,Gaddafi Stadium,1
8911,India,England,136,bat,Gaddafi Stadium,0
8912,Australia,New Zealand,183,bat,Old Trafford,0
8913,West Indies,Sri Lanka,145,bowl,Gaddafi Stadium,1
8914,Australia,Sri Lanka,161,bowl,Lord's,1
8915,Australia,India,189,bat,Gaddafi Stadium,0
8916,England,Afghanistan,166,bowl,Adelaide Oval,1
8917,New Zealand,Australia,153,bowl,Gaddafi Stadium,1
8918,India,England,165,bat,Lord's,0
8919,Australia,India,156,bat,Old Trafford,0
8920,Australia,Afghanistan,146,bat,Pallekele International Cricket Stadium,0
8921,Australia,South Africa,165,bat,Lord's,1
8922,India,Afghanistan,150,bat,Pallekele International Cricket Stadium,1
8923,Afghanistan,Sri Lanka,133,bowl,Wankhede Stadium,1
8924,West Indies,South Africa,188,bowl,Gaddafi Stadium,0
8925,West Indies,Pakistan,164,bowl,Gaddafi Stadium,1
8926,Bangladesh,West Indies,185,bowl,Pallekele International Cricket Stadium,0
8927,Australia,England,167,bowl,Adelaide Oval,0
8928,Sri Lanka,Bangladesh,174,bowl,Lord's,1
8929,Australia,India,210,bowl,SCG,1
8930,West Indies,Afghanistan,203,bat,Wankhede Stadium,1
8931,Bangladesh,Sri Lanka,134,bat,Old Trafford,0
8932,Sri Lanka,Australia,192,bowl,SCG,0
8933,Sri Lanka,England,128,bat,Lord's,0
8934,Bangladesh,Sri Lanka,145,bat,Pallekele International Cricket Stadium,1
8935,Bangladesh,Afghanistan,174,bowl,Gaddafi Stadium,1
8936,New Zealand,England,160,bowl,Melbourne Cricket Ground,0
8937,England,Pakistan,170,bowl,SCG,0
8938,West Indies,Bangladesh,139,bowl,Old Trafford,1
8939,Sri Lanka,Bangladesh,195,bowl,Old Trafford,0
8940,Afghanistan,Australia,183,bowl,Dubai International Stadium,0
8941,India,West Indies,178,bat,Lord's,1
8942,New Zealand,Australia,131,bat,Melbourne Cricket Ground,0
8943,England,Australia,175,bat,Eden Gardens,1
8944,Sri Lanka,India,157,bowl,Melbourne Cricket Ground,1
8945,Bangladesh,West Indies,152,bat,Old Trafford,1
8946,West Indies,South Africa,158,bat,Melbourne Cricket Ground,0
8947,Bangladesh,New Zealand,132,bowl,Melbourne Cricket Ground,1
